nAtom,nHeavyAtom,nH,nO,nBonds,nBondsO,nBondsS,nBondsKS,C2SP3,NsOH,nHBAcc,MPC2,ATS0se,ATS1se,ATS1pe,ATS1are,ATSC0p,ETA_eta_L,ZMIC0,PEOE_VSA1,SlogP_VSA2,VSA_EState9,bpol,MW,nRot,FilterItLogS,bioavailability
52,24,28,5,53,25,50,50,11,2,4,35,403.46761599999985,412.292764,342.2315,335.529,10.925046062663997,8.209271100680281,82.77682733493685,15.112964520531891,57.12611814237893,63.66666666666665,32.973796,340.1998219960008,7,-1.1392696748422453,25.0
46,26,20,3,48,28,34,40,0,0,3,40,356.9265139999998,369.957596,308.72849999999994,299.15,12.721088882640867,6.4823946100318555,88.37191202865598,9.473725907600098,5.9693052879518484,48.332981205366394,25.424139999999994,390.07894986000053,6,-5.7696177178523325,60.0
53,27,26,1,56,30,44,50,1,1,5,41,397.80699799999985,430.35333399999996,358.1165,348.5499999999999,15.993423164754686,7.5043271899972,89.14025829532282,14.906346856541662,67.3265236624426,45.6555459129146,34.18338200000001,403.1485111320008,6,-5.059969038515844,40.0
26,13,13,2,26,13,19,22,0,0,2,16,199.65026000000003,201.65766000000002,167.84799999999996,164.35399999999996,5.8555860479800375,2.825116981245237,44.13169703691309,10.053651557806381,12.514061693864427,31.500000000000004,16.215690999999996,179.094628656,3,-2.710286033840552,25.0
43,18,25,0,45,20,39,42,8,0,1,27,306.352008,332.44174399999997,274.0485,266.775,10.184775085629072,6.446636316865697,66.24352847181099,0.0,17.98942254267563,29.91666666666667,26.790174999999994,243.1986998,2,-4.026366991566427,72.0
30,15,15,0,30,15,22,25,1,0,1,18,227.19030000000006,235.450972,196.90200000000002,193.74900000000002,6.0427921863675,3.1206883116790824,54.27819793529653,17.201002431486554,18.463865543400246,36.0,15.618104999999998,205.13274548,3,-1.5657941242921884,55.0
27,17,10,2,29,19,15,21,0,0,2,27,206.99581200000003,219.43286,184.1865,178.75,6.441925236456669,3.196306182369007,52.15733943133423,0.0,11.566489892729876,41.66666666666668,11.768069999999998,222.06807956,1,-3.9363115179325767,97.0
38,18,20,0,39,19,27,33,1,0,2,24,275.420808,291.77348399999994,241.995,235.875,8.946297456464213,4.113542767228757,63.31995785390151,4.899909730850478,30.523988623064646,34.666666666666664,22.91414,240.16264864,5,-4.154939449072397,99.0
29,17,12,3,30,18,21,24,1,0,3,26,231.5661800000001,235.86424,198.3275,194.208,6.397963376455035,3.801866754463335,56.099429028362124,0.0,17.845473971041084,47.41666666666666,15.782483999999995,232.08479224400003,2,-3.3074823233394204,97.0
56,27,29,3,58,29,45,51,4,1,4,39,418.524108,441.103924,366.047,357.225,13.179342642727981,7.367852762146177,93.1758229540118,14.743300079491231,42.21689359589367,58.583333333333314,33.407003,367.2147437880008,7,-4.8258675704485965,20.0
43,21,22,1,44,22,32,38,1,0,2,27,319.164473,333.15845,276.318,268.6,11.178979520377627,5.2349036271970775,71.71888814750822,4.736862953800049,29.973392375394273,36.3365265136766,26.026553999999994,303.1389920040006,8,-5.1355302806548675,25.0
43,23,20,2,45,25,31,37,4,0,3,34,324.7457879999999,343.434228,287.0386,280.1249,10.046761063966043,5.603720282099268,75.80439566916182,0.0,17.732265504864408,52.50000000000001,24.08014,308.15247788000056,5,-4.037247295298641,90.0
24,12,12,2,24,12,17,20,3,1,1,14,182.73016,183.238048,151.84699999999995,148.2,5.678255690427332,2.9072507592458448,42.355810146806384,5.106527394840706,11.075832682792557,30.83333333333333,12.906483999999995,164.083729624,4,-2.2190955242168604,78.0
25,12,13,2,25,12,19,22,1,2,3,15,192.109744,196.330848,162.99200000000002,160.004,5.4931989417777585,2.7733204256525243,40.99513330547402,15.529843393687742,23.805483178271174,30.66666666666667,13.611690999999995,167.094628656,3,-1.5266343201186372,36.5
24,11,13,1,24,11,18,21,2,1,2,14,178.75802800000002,183.874436,152.0905,148.88299999999995,5.425945892391958,2.7442489967697394,37.74862551734859,10.84019487200289,11.148368223988664,26.333333333333336,12.471690999999998,151.099714036,2,-1.1726055359966177,95.0
31,19,12,2,33,21,19,25,0,0,2,30,240.83601200000007,256.193124,215.8056,210.7829,7.058196418631352,3.7450508532413567,59.62206974728573,0.0,11.814359458703013,46.91666666666666,13.774483999999998,252.08987762400002,2,-4.105209077670576,87.5
41,20,21,2,43,22,36,39,1,0,4,34,311.50382399999995,333.844608,278.74749999999995,273.154,8.960258441770243,5.2256269795179096,67.34575989383755,14.953561288656855,44.84669776786757,43.25,27.661347,275.16337691200056,1,-2.7650942532689484,10.0
124,56,68,11,127,59,121,121,20,2,11,85,950.243877,979.1828380000001,810.6595,792.25,28.463562905556394,19.563973652579886,197.6490417186866,38.797279289532135,120.25992663672442,125.66956676315884,82.59007600000015,809.4480896760017,6,-5.668157900976013,0.0
45,24,21,3,48,27,31,41,3,0,4,38,342.1548479999999,369.221668,308.47349999999994,301.025,10.661350773508797,6.0186683171585935,80.27676289012496,9.154013890853397,25.099220083953167,44.53114512471656,27.117346999999995,323.1521435320006,3,-5.612647968784575,65.0
63,34,29,1,67,38,44,57,5,0,3,53,481.92652799999985,513.3341519999999,430.4215,420.154,15.153762889477994,8.440589592041023,110.29164952087044,9.883888251797686,34.08525711732677,49.479816834501456,36.177003000000006,461.2278689880008,7,-7.388820863024621,42.5
37,18,19,0,37,18,29,32,1,0,3,24,276.685704,284.3586,237.0365,232.33300000000003,7.771183441036702,4.3404821804383165,64.39371874517249,10.633577208012662,16.985373918839006,41.41666666666667,23.050933,245.16404560799998,2,-3.354487896622307,57.0
38,18,20,2,39,19,29,35,2,1,3,25,287.04320799999994,302.699348,251.668,246.658,8.436448875411577,4.7244547779081625,61.03654699207943,20.144157473594294,35.387951503109676,39.16666666666667,22.94013999999999,248.15247788,6,-3.430424644863165,80.25
45,25,20,3,47,27,33,39,4,0,5,36,346.84135299999986,363.160904,303.0745,295.404,13.223182011211104,6.348589189246651,81.27223271623363,4.736862953800049,27.987189957966088,57.117717053731354,27.70614,356.1194635000005,7,-5.72476687929072,83.0
39,22,17,3,41,24,28,35,0,1,7,34,310.8444399999998,327.72947999999997,276.2685,271.55400000000003,8.003384135423742,5.232253805000168,73.57507006599658,19.89032537748887,51.789914996128616,54.32583026266062,25.060519,303.13313940400053,3,-2.385929757537637,93.0
63,36,27,7,66,39,54,57,3,1,7,59,508.0444369999999,525.5372480000001,441.4645,432.68300000000005,16.38119674579727,9.394578784142977,118.7802944947084,25.539924064554324,97.27424144730806,98.30132365380828,41.024589000000034,517.1631192040007,6,-2.005520918349172,0.0
65,32,33,3,68,35,54,60,4,1,6,50,490.82944999999984,523.6595679999999,433.2566,421.7208,20.66985365311606,9.156292181272972,106.97180567593786,14.906346856541662,69.61070165483396,44.95374747414567,47.35183100000005,475.1963339160008,8,-5.122178170751286,26.0
35,23,12,2,37,25,19,28,1,1,3,35,283.992669,293.061818,248.0691,241.7249,8.852828141323542,4.296042603265636,68.85761938422797,5.106527394840706,20.856317426238782,40.803966241485035,16.239483999999994,330.05713352400034,4,-4.728500253509353,93.5
47,26,21,2,50,29,36,42,0,0,5,41,362.06915999999984,390.285892,328.24300000000005,321.529,10.264253464756468,5.795070173071818,86.26069435002859,10.216698334856806,66.36961145359122,58.99999999999999,29.643346999999995,351.16952491200067,2,-3.513615781595353,14.0
43,25,18,5,45,27,30,36,2,1,5,39,345.026825,359.0636439999999,299.6506,292.4038,12.472558539117438,5.563233968871631,82.79440881747347,14.743300079491231,32.58314247894664,47.44897813523557,28.457726,362.0936426760005,5,-2.932805525072234,91.0
43,24,19,2,45,26,28,37,1,0,7,37,333.55119999999994,355.748424,299.04099999999994,293.416,9.249282893375444,4.59370234877438,79.80841045669112,20.94106086192447,29.17153064539669,54.50000000000001,24.812933,325.15387484800067,4,-5.173417566466334,68.0
55,25,30,1,57,27,45,51,7,1,3,37,401.20025999999984,428.12083600000005,354.3425,345.575,12.856310732304545,7.361360321015687,87.3823698793512,5.106527394840706,33.61885371084689,49.24999999999999,32.946209999999994,338.23581358000087,6,-4.873192843110696,83.0
36,23,13,4,38,25,22,28,0,1,5,37,293.20339299999995,305.93712399999987,256.7271,250.4248,10.562991319606974,4.279108184033598,74.1044805140737,10.423315998847038,35.76837060344178,41.551976069748896,23.985691,331.06267689600037,2,-2.8993298673319137,99.0
27,16,11,2,28,17,15,22,1,0,3,23,214.15712000000005,221.17314,186.4445,182.808,5.7852750018305175,3.3165181173119014,52.48565957432458,9.967957041894415,20.735180509206568,41.833333333333336,15.051276999999995,217.085126592,3,-3.4297013085781414,81.0
61,32,29,6,63,34,53,56,3,0,8,52,480.1858609999999,494.759524,412.815,404.01199999999994,16.363002855932322,8.9240114358294,106.67407634230268,25.42409171961909,57.650398996039236,81.5996151685983,40.207003000000036,463.1777066480008,6,-2.9740120610369067,30.9
42,21,21,0,45,24,33,39,4,0,2,34,303.3030329999999,335.292092,277.7715,269.475,13.05700018234307,6.110067206601099,72.4707581986643,4.899909730850478,25.03709452535282,34.90031276245066,25.237347,295.13947067200064,0,-5.178155073314488,78.0
161,87,74,11,170,96,110,144,12,6,11,145,1238.4033879999995,1318.9641279999998,1102.6660000000002,1078.016,36.88465106316684,21.14672861645488,287.7476489795244,55.31194140663311,94.38821368842932,206.8333333333333,86.28531800000015,1178.5477051880016,18,-18.71119015031122,0.0
93,51,42,4,99,57,70,86,4,1,12,82,728.1945320000003,779.186444,655.8502,643.0247999999998,20.84418531228557,12.709819157167285,164.63649387716262,24.38007276414176,79.71533099089616,85.93442624734475,58.390694000000096,700.3297082640013,12,-6.463199106249398,78.66666666666667
41,19,22,3,41,19,34,37,2,1,4,24,313.831852,319.42798,265.1575,260.158,8.797962407680052,4.896802999302004,64.66731551989535,20.476967556653413,36.31115271151397,46.16666666666666,25.814553999999994,266.1630425640003,7,-3.0796163525064104,99.0
31,14,17,0,32,15,27,30,5,0,4,20,228.96780500000008,244.900984,202.542,197.837,9.678769082389096,4.787094355099288,49.076637834041826,11.050456081168516,17.570575756007745,25.51260700113379,20.654518999999997,211.114318544,3,-3.068955877768184,91.5
66,30,36,7,67,31,63,63,10,4,6,43,508.7585839999999,519.351836,429.5255,420.55,14.533747983832116,10.460321045627452,109.53564588606095,25.162972533162872,56.78058570625972,78.16666666666666,39.587452000000035,424.2461034920009,10,-1.3559518691974777,18.0
47,23,24,2,50,26,42,45,7,0,2,37,351.6196439999998,379.244568,315.741,308.0499999999999,10.854182240439314,7.11485036809092,77.91507591205419,9.799819461700956,41.24844813814169,48.83333333333334,29.232967999999996,312.1837780080007,1,-3.1511223825102364,7.0
49,28,21,4,52,31,35,44,0,0,8,44,388.77259199999986,416.5345640000001,351.1745,344.93300000000005,10.46338498006555,5.933218199811875,92.62133167766792,29.42436378351659,61.17366720830177,59.63684944770807,32.273346999999994,383.15935415200056,4,-3.865383870492437,64.0
54,26,28,5,57,29,53,53,6,3,5,48,413.2264079999998,437.496108,362.874,354.35,12.471228335001335,9.152512407291141,93.2373676724103,15.319582184522115,45.197971240496905,65.08333333333334,29.825796,360.19367399600065,2,-2.1672486516230176,82.0
59,30,29,8,62,33,57,57,6,4,6,55,466.3252449999998,483.726516,400.57639999999986,390.89,19.373226201942888,10.061223050862862,107.95415733158548,19.999877995186363,49.87826705116114,67.0065932581995,41.27300300000003,440.16000451800073,4,-1.282229853154957,82.0
52,26,26,5,55,29,50,50,5,2,5,48,399.78947999999986,420.907308,349.696,341.15,12.13449424611392,8.764368687968643,92.55757534960532,10.213054789681411,39.77072240427283,66.41666666666667,28.687382,358.17802393200066,2,-2.8629657096350134,70.0
28,11,17,2,27,10,26,26,2,1,2,12,211.44308400000008,207.29781599999998,170.2975,167.13299999999998,5.55418598709868,3.8711901475352235,37.76999797798807,10.84019487200289,17.62058908870513,29.833333333333336,17.352518999999994,159.125928784,5,-0.9685623629955666,90.0
35,16,19,3,35,16,29,32,2,2,4,20,268.393792,274.18544,227.201,223.004,7.5817406831456,4.229591573987279,55.53023774480285,20.266706347487787,35.510500377003176,39.0,21.366933,225.136493468,6,-2.1227551056680207,33.0
40,19,21,1,41,20,30,36,3,0,4,26,298.152108,314.902016,261.8805,256.387,8.885473113068773,4.81633328746521,64.95657969044757,15.787319034968565,24.68037329728528,39.5,23.943346999999992,259.1684622920001,6,-4.4177694231535884,96.0
30,16,14,2,31,17,23,26,1,0,2,24,231.65139200000007,240.06562000000002,200.7755,196.45800000000003,6.702695017005866,3.8804822580451916,53.06894339117237,10.633577208012662,18.483050647602152,40.25,16.920897999999998,218.105527688,2,-3.4184931543064154,96.0
38,19,19,4,38,19,29,32,2,1,3,26,298.0298729999999,297.31777200000005,245.2961,238.9708,11.383420622065493,4.986029474048058,64.91025470965026,5.106527394840706,36.888358470242885,30.26703561980348,28.294933,285.1034790880005,7,-2.816359239635512,99.0
83,35,48,2,84,36,72,78,1,2,4,60,600.433398,625.116344,512.131,497.8,25.737413323786985,11.228323972140839,126.8544875786352,10.213054789681411,14.292109226719749,67.75366165910806,53.07393600000007,516.3095727760012,4,-8.846469187006763,5.0
38,17,21,1,38,17,31,34,0,0,3,21,283.07107599999995,291.017308,241.353,236.562,8.149812014712975,4.421666989431172,58.40070764023627,15.950365812018996,36.98611508385228,38.5,23.645346999999994,235.16846229200002,6,-3.1705666469320466,84.0
37,17,20,2,37,17,30,33,0,0,4,21,279.502692,285.26478,236.705,231.958,8.062160096450269,4.3762049007452966,57.77613915640702,15.370440161812713,37.11036620105297,39.5,23.808139999999995,236.15247788,6,-2.8592487196419847,0.0
43,21,22,3,44,22,32,39,4,2,4,31,328.9128839999999,341.909696,284.3535,278.608,9.553936540656695,5.613673926487009,71.14416456967611,20.513821914634953,27.280714968924546,51.83333333333333,24.078553999999997,290.16304256400065,5,-3.6097018595605914,40.0
49,25,24,0,52,28,40,46,1,0,4,39,363.477838,396.190134,329.664,320.35,15.100726305906123,6.760288688304295,84.38714643737616,14.699729192551436,56.11602987985359,38.647617531941364,32.176967999999995,373.1379464480007,4,-5.237203160834981,15.0
39,23,16,2,40,24,29,32,2,0,3,32,310.8665249999998,312.460822,262.5435,255.862,9.977969998164928,5.43642372334895,71.81626768281896,11.050456081168516,18.23518108162902,43.38080652504684,19.410311999999994,334.08843365200045,6,-4.3823496707337855,60.0
53,23,30,2,56,26,53,53,8,0,2,42,386.6081879999999,414.569112,341.904,332.5,12.580904970298299,9.030327827804543,83.47596131522378,0.0,11.566489892729876,46.83333333333334,31.832209999999996,314.2245802000008,1,-4.382473161299163,25.0
33,17,16,0,33,17,25,28,1,0,1,22,253.524905,259.720462,217.24400000000003,212.745,7.737680767240242,3.729801299014047,60.007088617904785,16.784123558330702,17.960949966635628,34.84967111230609,18.271311999999995,253.109423192,2,-2.7561108955266724,60.0
40,20,20,0,42,22,30,36,1,0,3,30,291.70517299999995,316.784052,262.905,255.75,12.317028978489999,4.997051920563598,68.66818964954106,9.799819461700956,32.084766508030015,35.126074079323075,25.944139999999994,284.13471964000047,4,-4.4641811583233135,16.25
40,20,20,0,42,22,30,36,1,0,3,31,291.70517299999995,316.784052,262.905,255.75,12.317028978489999,4.933916716540876,68.66818964954106,9.799819461700956,31.581850931265393,35.466872165532884,25.944139999999994,284.13471964000047,3,-4.0903811583233125,25.0
52,25,27,3,53,26,40,46,4,1,4,32,390.0061479999998,404.17812,335.148,327.30400000000003,12.148949871174517,6.507751957506485,86.28493455110849,15.160178952647087,36.690133505292025,56.00000000000001,30.26058899999999,341.1990937240008,11,-5.548474548110251,12.0
48,24,24,1,50,26,37,43,2,0,4,37,354.552293,377.910012,313.6244999999999,305.25,14.200110288854669,6.192867096982387,80.61876300080428,9.799819461700956,37.36509587763033,47.38348615835222,30.824967999999995,340.16093438800067,5,-4.953681980896467,33.0
40,19,21,2,41,20,30,36,2,1,3,26,298.641068,313.735864,260.2035,254.304,9.308824232268773,4.837596474782799,65.39987639618722,15.160178952647087,30.403972982162465,40.66666666666666,23.373346999999995,259.1572289120001,6,-3.9149965459101272,26.0
21,11,10,1,21,11,13,18,2,0,2,14,162.4670890000001,164.43803400000002,137.1275,134.308,7.415718591113808,2.969172540997008,36.829448285031205,4.9839785209472085,9.967957041894415,22.876541950113374,13.27007,170.05138394,2,-2.7098042567753398,86.25
39,21,18,1,41,23,23,33,1,0,3,33,290.41662799999995,310.193652,259.0545,252.375,9.19492882197236,4.522278374575613,69.03017458942195,0.0,9.551078168738565,43.574629629629634,21.775725999999995,278.14191319600053,2,-4.924151300005146,7.0
80,38,42,8,85,43,77,81,13,4,8,69,615.2046959999998,660.0239240000002,548.0239999999999,536.05,18.188234404337546,13.446407520605858,137.27328632859576,34.31698642401627,62.83701905842322,83.04768221413491,48.210694000000046,530.2879683040012,3,-3.355434424427328,7.0
24,12,12,0,24,12,17,20,2,0,2,15,177.633333,182.49023799999998,151.33100000000002,147.63299999999995,8.291196839093999,3.129538145510548,41.893607278385375,5.733667477162185,9.972480622685401,21.810851757369612,13.838483999999998,180.07211938400002,3,-2.559433469279622,99.0
41,20,21,0,43,22,30,36,2,0,1,29,294.559184,318.983256,264.442,257.10400000000004,10.040912781867805,5.071025478734562,69.91751128066905,5.316788604006331,13.592428388589767,37.0,21.637346999999995,263.1673996720002,4,-5.490066379507159,85.0
31,17,14,3,32,18,20,28,1,1,7,27,250.32534800000008,258.742064,218.096,214.875,6.091644907421354,3.886938005499621,57.341827821661504,9.67362704263206,29.895771246910282,42.5976171579743,22.050898,238.106590308,2,-0.400611265425091,99.0
14,9,5,1,14,9,7,10,0,0,3,11,115.25152399999996,114.41964399999999,97.2455,95.883,2.6410048827289283,1.3778258641988654,30.74423261967496,5.733667477162185,15.875136771245925,26.33333333333333,7.594034999999999,123.04326178,1,-0.7426051959672241,90.0
